id,url,q3,perceived,primary_topic,secondary_topic,democrat_vote,republican_vote,Bias
2043,http://www.washingtonpost.com/world/national-security/flow-of-us-military-gear-across-afghan-borders-halts-amid-dispute/2013/07/17/3c1fa7cc-ef07-11e2-bed3-b9b6fe264871_story.html,News,0,National Security,Economy,Neutral,Neutral,0
2044,http://www.breitbart.com/Big-Government/2013/06/17/Boehner-No-immigration-bill-without-support-of-majority-of-House-Republicans,Opinion,1,National Security,Economy,Neutral,Neutral,0
2045,http://www.reuters.com/article/2013/02/12/us-obama-cybersecurity-idUSBRE91A15U20130212,News,1,National Security,Economy,Neutral,Neutral,0
2046,http://www.washingtonpost.com/world/national-security/military-service-chiefs-warn-budget-cuts-will-undermine-readiness/2013/02/21/a8d19480-7c60-11e2-82e8-61a46c2cde3d_story.html,News,0,National Security,Economy,Neutral,Neutral,0
2047,http://www.washingtonpost.com/opinions/charles-lane-tricare-the-untouchable/2013/03/25/fe55c820-9580-11e2-b6f0-a5150a247b6a_story.html,News,0,National Security,Economy,Neutral,Neutral,0
2048,http://www.foxnews.com/politics/2013/09/03/israeli-sources-on-obama-syria-approach-not-how-superpower-acts/,Opinion,0,National Security,Economy,Neutral,SomewhatPositive,1
2049,http://www.usatoday.com/story/news/politics/2013/09/01/obama-surprises-aides-syria-congress-authorization/2752879/,News,0,National Security,Economy,SomewhatNegative,Neutral,1
2050,http://www.dailykos.com/story/2013/02/24/1189484/-My-hope-for-Kansas,other,0,National Security,Economy,SomewhatNegative,Neutral,1
2051,http://www.usatoday.com/story/news/nation/2013/01/06/fight-jet-f35-base/1812371/,News,1,National Security,Economy,Neutral,Neutral,0
2052,http://firstread.nbcnews.com/_news/2013/07/10/19378754-rare-bush-policy-foray-on-immigration-may-fall-on-deaf-gop-ears,News,0,National Security,Economy,SomewhatPositive,SomewhatPositive,0
2053,http://www.washingtonpost.com/politics/thunderbirds-heading-back-into-air/2013/07/15/d8be073a-eda5-11e2-9008-61e94a7ea20d_story.html,News,0,National Security,Economy,Neutral,Neutral,0
2054,http://www.cnn.com/2013/05/24/opinion/bergen-end-of-terror-war/index.html,News,0,National Security,Economy,SomewhatPositive,SomewhatNegative,-2
2055,http://firstread.nbcnews.com/_news/2010/08/31/5008331-obama-agenda-mission-isnt-accomplished-yet,News,1,National Security,Economy,Neutral,Neutral,0
2056,http://www.washingtonpost.com/opinions/in-egypt-its-past-time-for-the-obama-administration-to-use-what-power-the-us-has/2013/07/05/86e0bd0a-e5a2-11e2-aef3-339619eab080_story_2.html,News,1,National Security,Economy,Neutral,Neutral,0
2057,http://www.usatoday.com/story/tech/2013/07/04/immigration-reform-bill-new-relic-wily-technology-zendesk/2479631/,News,1,National Security,Economy,Neutral,Neutral,0
2058,"http://www.latimes.com/news/local/la-me-gomez-immigration-20130803,0,2723888.story",Opinion,0,National Security,Economy,Neutral,Neutral,0
2059,http://www.cnn.com/2013/04/07/politics/immigration-reform-sunday/index.html,News,0,National Security,Economy,SomewhatNegative,SomewhatNegative,0
2060,http://blogs.wsj.com/washwire/2013/07/16/pentagon-faces-20-cut-in-headquarters-operations/,News,0,National Security,Economy,Neutral,Neutral,0
2061,http://www.dailykos.com/story/2013/04/25/1204786/-What-If-Bush-Had-Done-Nothing,Opinion,0,National Security,Economy,Neutral,Negative,-2
2062,http://news.yahoo.com/tech-ceos-to-obama--%E2%80%98move-aggressively--on-spying-reform-193556986.html,News,1,National Security,Economy,Neutral,Neutral,0
2063,http://www.foxnews.com/politics/2013/10/22/army-chief-just-2-brigades-combat-ready/,News,1,National Security,Economy,Neutral,Neutral,0
2064,http://www.washingtonpost.com/opinions/a-conservative-backlash-threatens-immigration-reform/2013/04/28/c0a9fb74-aeb5-11e2-a986-eec837b1888b_story.html,Opinion,1,National Security,Economy,Neutral,SomewhatNegative,-1
2065,http://www.dailykos.com/story/2013/12/07/1260953/-Boeing-Moves-B-1-Bomber-Program-to-Oklahoma-Screws-Up-So-Badly-the-Air-Force-Takes-Contract-Away,News,1,National Security,Economy,Neutral,Neutral,0
2066,http://online.wsj.com/article/SB10001424127887323864304578318571638725986.html,News,1,National Security,Economy,Neutral,Neutral,0
2067,http://politicalticker.blogs.cnn.com/2013/03/11/desperate-times-marines-told-to-save-every-round/,News,0,National Security,Economy,Neutral,Neutral,0
2068,http://news.yahoo.com/-syria-envy---activists-divided-on-usefulness-of-an-obama-p-r--blitz-222644109.html,News,0,National Security,Economy,Neutral,Neutral,0
2069,http://www.usatoday.com/story/news/politics/2013/04/09/military-troop-levels-set-for-cuts/2067541/,News,0,National Security,Economy,Neutral,Neutral,0
2070,http://www.huffingtonpost.com/2013/03/01/chuck-hagel-sequestration_n_2792551.html,News,0,National Security,Economy,SomewhatNegative,SomewhatNegative,0
2071,http://www.reuters.com/article/2013/10/02/us-usa-fiscal-idUSBRE98N11220131002,News,0,National Security,Economy,SomewhatNegative,SomewhatNegative,0
2072,http://www.dailykos.com/story/2013/12/28/1265454/-Abbreviated-Pundit-Round-up-Newtown-minimum-wage-and-more,News,1,National Security,Economy,Neutral,Neutral,0
2073,http://www.breitbart.com/Big-Government/2013/10/16/Exclusive-Videos-Literally-Cutting-Holes-In-Border-Security,News,0,National Security,Economy,Neutral,Neutral,0
2074,http://www.foxnews.com/politics/2013/05/16/obama-to-meet-with-treasury-officials-over-irs-scandal/,News,0,National Security,Economy,SomewhatPositive,Neutral,-1
2075,http://www.reuters.com/article/2013/05/20/us-usa-irs-idUSBRE94F10Y20130520,News,0,National Security,Economy,Negative,Neutral,2
2076,http://online.wsj.com/article/SB10001424127887324715704578481323800494346.html,News,0,National Security,Economy,Neutral,Neutral,0
2077,http://www.foxnews.com/opinion/2013/05/11/carney-hit-by-46-questions-on-benghazi-irs-scandals/,Opinion,0,National Security,Economy,Negative,SomewhatPositive,3
2078,http://takingnote.blogs.nytimes.com/2013/06/14/g-o-p-spendthrifts-preserve-government-expansion/,Opinion,1,National Security,Economy,SomewhatPositive,SomewhatNegative,-2
2079,http://www.washingtonpost.com/world/national-security/after-troops-leave-us-to-lose-access-to-afghan-reconstruction-projects-worth-billions/2013/10/26/5a9212a6-3d9c-11e3-b6a9-da62c264f40e_story.html,News,1,National Security,Economy,Neutral,Neutral,0
2080,http://www.washingtonpost.com/politics/federal_government/dhs-has-many-unfilled-jobs-and-poor-morale/2013/12/16/ab6594c6-6693-11e3-ae56-22de072140a2_story.html,News,0,National Security,Economy,Neutral,Neutral,0
2081,"http://www.chicagotribune.com/news/sns-rt-us-usa-guantanamo-costsbre94211n-20130503,0,7519362.story",News,0,National Security,Economy,Neutral,SomewhatNegative,-1
2082,"http://www.latimes.com/news/opinion/commentary/la-oe-mckeon-sequester-20130228,0,7535665.story",Opinion,0,National Security,Economy,SomewhatNegative,Neutral,1
2083,http://www.reuters.com/article/2013/02/09/us-usa-defense-budget-idUSBRE91806A20130209,News,0,National Security,Economy,Neutral,Neutral,0
2084,http://online.wsj.com/article/SB10001424127887323495104578314240032274944.html,News,1,National Security,Economy,SomewhatNegative,SomewhatPositive,2
2085,"http://www.latimes.com/business/la-fi-spy-drone-lives-20131206,0,3203229.story",News,1,National Security,Economy,SomewhatNegative,SomewhatNegative,0
2086,http://www.bbc.co.uk/news/uk-22259982,News,1,National Security,Economy,Neutral,Neutral,0
2087,http://news.yahoo.com/marco-rubio-takes-heat-from-conservatives-over-immigration-push--200115263.html,Opinion,1,National Security,Economy,Neutral,SomewhatPositive,1
2088,http://worldnews.nbcnews.com/_news/2013/11/05/21322048-anonymous-million-mask-march-protests-corruption-corporations,News,1,National Security,Economy,Negative,Neutral,2
2089,http://video.foxnews.com/v/2224186121001/president-gives-himself-wiggle-room-on-white-house-tours/,Opinion,1,National Security,Economy,Negative,SomewhatPositive,3
2090,http://www.reuters.com/article/2013/09/07/us-usa-stocks-weekahead-idUSBRE98600420130907,News,1,National Security,Economy,Neutral,Neutral,0
2091,http://www.washingtonpost.com/opinions/dana-milbank-tea-party-is-losing-a-few-of-its-revelers/2013/01/29/42d290ce-6a60-11e2-95b3-272d604a10a3_story.html,Opinion,0,National Security,Economy,Neutral,Negative,-2
2092,http://www.nytimes.com/2013/06/07/us/us-military-firms-eye-border-security-contracts.html,News,0,National Security,Economy,Neutral,Neutral,0
2093,http://www.huffingtonpost.com/2013/03/01/chuck-hagel-sequestration_n_2792551.html,Opinion,1,National Security,Economy,SomewhatPositive,SomewhatNegative,-2
2094,http://www.foxnews.com/tech/2013/04/11/facebook-ceo-mark-zuckerberg-launches-political-group/,News,0,National Security,Economy,Neutral,Neutral,0
2095,http://blogs.wsj.com/washwire/2013/04/16/immigration-reform-summary-of-bipartisan-legislation/,News,0,National Security,Economy,Neutral,SomewhatNegative,-1
2096,http://www.washingtonpost.com/blogs/worldviews/wp/2013/04/23/syrian-hackers-claim-ap-hack-that-tipped-stock-market-by-136-billion-is-it-terrorism/,News,0,National Security,Economy,Neutral,Neutral,0
2097,http://www.breitbart.com/Big-Government/2013/11/03/Fast-Food-Chains-Grease-Wheels-For-Immigration-Bill,News,0,National Security,Economy,Neutral,Neutral,0
2098,http://firstread.nbcnews.com/_news/2013/05/24/18467697-first-thoughts-rules-of-engagement,News,0,National Security,Economy,Neutral,Neutral,0
2099,http://www.usatoday.com/story/news/politics/2013/04/14/rubio-senate-immigration-bill-amnesty-citizenship/2081897/,News,0,National Security,Economy,SomewhatPositive,Positive,1
2100,http://www.washingtonpost.com/blogs/post-politics-live/liveblog/live-updates-the-shutdown-4/,News,0,None,Economy,Neutral,Neutral,0
2101,http://www.usatoday.com/story/news/politics/2013/06/29/university-of-illinois-obama-library/2474099/,News,1,None,Economy,Neutral,Neutral,0
2102,http://www.nytimes.com/2013/02/27/us/immigrants-released-ahead-of-automatic-budget-cuts.html,News,1,None,Economy,SomewhatNegative,Neutral,1
2103,"http://www.chicagotribune.com/news/chi-penny-pritzker-commerce-secretary-20130502,0,4841795.story",News,1,None,Economy,SomewhatPositive,Neutral,-1
2104,http://www.dailykos.com/story/2012/12/01/1165912/-Selling-off-the-Post-Office-Berkeley-calls-out-Richard-Blum,News,1,None,Economy,Neutral,Neutral,0
2105,http://www.breitbart.com/Big-Journalism/2013/04/03/Fox-News-Ed-Henry-Holds-Carneys-Feet-to-Fire-Over-Sequester-Scare-Tactics,Opinion,1,None,Economy,Negative,Neutral,2
2106,http://news.yahoo.com/food-stamps-again-vivid-symbol-poverty-debate-190719247.html,News,1,None,Economy,Neutral,Neutral,0
2107,http://www.cnn.com/2013/06/27/politics/immigration/index.html,News,1,None,Economy,SomewhatPositive,SomewhatNegative,-2
2108,"http://www.latimes.com/business/la-fi-0924-unemployment-checks-20130924,0,5171615.story",News,1,None,Economy,Neutral,Neutral,0
2109,http://online.wsj.com/article/SB10001424052970203440104574402820278669840.html,News,1,None,Economy,Negative,Neutral,2
2110,http://www.nytimes.com/2013/10/10/opinion/chairwoman-janet-yellen.html,Opinion,0,None,Economy,Neutral,Neutral,0
2111,http://www.foxnews.com/politics/2013/10/16/despicable-park-service-chief-dragged-before-house-panel-ripped-over-closures/,News,1,None,Economy,Neutral,Neutral,0
2112,"http://www.latimes.com/news/nationworld/nation/la-na-business-immigration-20130223,0,676130.story",Opinion,1,None,Economy,Neutral,SomewhatNegative,-1
2113,http://articles.chicagotribune.com/2013-10-29/news/chi-illinois-illegal-immigrants-can-apply-for-drivers-licenses-in-december-20131029_1_temporary-visitor-driver-standard-licenses-issuing-driver,News,0,None,Economy,Neutral,Neutral,0
2114,http://online.wsj.com/article/SB10001424052702303342104579099151237112452.html,News,0,None,Economy,Neutral,SomewhatNegative,-1
2115,http://usnews.nbcnews.com/_news/2013/10/02/20788607-obama-exasperated-over-government-shutdown-warns-were-in-trouble,News,1,None,Economy,SomewhatPositive,SomewhatNegative,-2
2116,http://firstread.nbcnews.com/_news/2013/09/23/20661531-report-undocumented-population-in-us-may-be-rising,Opinion,0,None,Economy,Neutral,Neutral,0
2117,http://www.nytimes.com/2013/05/15/us/politics/for-gop-incentives-for-budget-deal-with-obama.html,News,1,None,Economy,Neutral,Neutral,0
2118,http://www.foxnews.com/politics/2013/12/10/florida-democratic-congressman-loses-18-millon-in-scheme/,News,1,None,Economy,Neutral,Neutral,0
2119,http://www.foxnews.com/politics/2013/01/10/obama-to-nominate-lew-for-treasury-secretary/,News,0,None,Economy,Neutral,Neutral,0
2120,http://www.reuters.com/article/2013/03/09/onlinepoker-federal-idUSL1N0C01JK20130309,News,0,None,Economy,Neutral,Neutral,0
2121,http://www.usatoday.com/story/news/politics/2013/09/25/ted-cruz-obamacare-senate-shutdown-vote/2867141/,News,0,None,Economy,Neutral,SomewhatPositive,1
2122,http://news.yahoo.com/senator-irs-pay-70m-employee-bonuses-081255026.html,News,0,None,Economy,Neutral,Neutral,0
2123,http://www.nytimes.com/2013/07/15/opinion/krugman-hunger-games-usa.html,Opinion,0,None,Economy,Neutral,Neutral,0
2124,"http://www.chicagotribune.com/news/local/ct-met-immigration-reform-demonstration-20131006,0,6526096.story",News,0,None,Economy,Neutral,Neutral,0
2125,http://www.nbcnews.com/business/judge-state-lawsuits-cannot-block-detroit-bankruptcy-filing-6C10731655,News,0,None,Economy,Neutral,Neutral,0
2126,http://www.dailykos.com/story/2013/04/25/1204786/-What-If-Bush-Had-Done-Nothing,Opinion,1,None,Economy,SomewhatPositive,Negative,-3
2127,http://www.reuters.com/article/2013/03/27/us-usa-court-comcast-classaction-idUSBRE92Q0MS20130327,News,1,None,Economy,Neutral,Neutral,0
2128,"http://www.latimes.com/news/opinion/opinion-la/la-ol-republican-no-budget-no-pay-plan-20130121,0,7942150.story",News,0,None,Economy,SomewhatPositive,Negative,-3
2129,http://articles.washingtonpost.com/2013-03-14/business/37698425_1_teen-parent-teen-pregnancy-young-parents,other,0,None,Economy,Neutral,Neutral,0
2130,"http://www.chicagotribune.com/news/opinion/editorials/ct-edit-pension-20130211,0,4670439.story",News,1,None,Economy,Neutral,Neutral,0
2131,http://uk.reuters.com/article/2013/10/03/uk-usa-fiscal-idUKBRE98T0Q220131003,News,1,None,Economy,SomewhatPositive,SomewhatNegative,-2
2132,"http://www.latimes.com/news/politics/la-pn-white-house-tours-cancelled-budget-cuts-20130305,0,5471476.story",News,0,None,Economy,Neutral,Neutral,0
2133,http://www.nytimes.com/2013/01/20/realestate/what-is-middle-class-in-manhattan.html,other,1,None,Economy,Neutral,Neutral,0
2134,http://nbcpolitics.nbcnews.com/_news/2013/10/07/20855749-dems-dare-boehner-to-vote-as-shutdown-nears-second-week,Opinion,0,None,Economy,Neutral,SomewhatNegative,-1
2135,"http://www.latimes.com/news/local/la-me-0324-poll-immigration-20130324,0,5484286.story",News,0,None,Economy,Neutral,Neutral,0
2136,http://www.nbcnews.com/id/52581502/t/sad-reality-far-rights-blind-obama-hatred/,Opinion,1,None,Economy,SomewhatPositive,SomewhatNegative,-2
2137,http://www.usatoday.com/story/news/politics/2013/07/17/tom-cotton-immigration-republican-house-freshmen-mark-pryor/2522951/,News,0,None,Economy,Neutral,SomewhatNegative,-1
2138,http://www.foxnews.com/politics/2013/10/11/dozens-not-thousands-show-up-for-dc-trucker-protest/,News,0,None,Economy,Neutral,Neutral,0
2139,http://online.wsj.com/article/SB10001424127887324474004578446683056009630.html,News,0,None,Economy,Neutral,Neutral,0
2140,http://news.yahoo.com/poll-americans-hopeful-better-2014-083119029--politics.html,other,0,None,Economy,Neutral,Neutral,0
2141,http://www.nytimes.com/2013/03/12/us/for-detroit-a-financial-crisis-was-long-coming.html,Opinion,1,None,Economy,Neutral,Neutral,0
2142,"http://www.latimes.com/news/nation/nationnow/la-na-nn-ff-arizona-detainee-release-20130228,0,2103839.story",News,1,None,Economy,SomewhatNegative,Neutral,1
2143,http://www.dailykos.com/story/2013/12/13/1262513/-Embrace-the-Suck,Opinion,1,None,Economy,SomewhatNegative,SomewhatNegative,0
2144,"http://www.latimes.com/news/opinion/commentary/la-oe-mcmanus-mortgage-deduction-20130206,0,7018080.column",Opinion,1,None,Economy,Neutral,Neutral,0
2145,http://www.bbc.co.uk/news/world-us-canada-21760060,News,1,None,Economy,Neutral,Neutral,0
2146,http://latimesblogs.latimes.com/california-politics/2013/01/california-budget-jerry-brown-surplus.html,News,1,None,Economy,Neutral,Neutral,0
2147,http://blogs.wsj.com/economics/2013/10/24/help-out-the-labor-market-quit-your-job/,News,1,None,Economy,Neutral,Neutral,0
2148,http://firstread.nbcnews.com/_news/2013/04/05/17616402-boehner-obama-holding-entitlement-reform-hostage-for-tax-hikes,Opinion,1,None,Economy,Negative,Negative,0
2149,http://news.yahoo.com/nc-protests-split-bibles-message-help-poor-161430742.html,News,1,None,Economy,Neutral,SomewhatNegative,-1
2150,http://www.foxnews.com/politics/2013/09/14/social-security-paid-13-billion-in-potentially-improper-disability-payments/,News,1,None,Economy,SomewhatNegative,SomewhatPositive,2
2151,"http://www.chicagotribune.com/news/chi-air-traffic-control-furloughs-20130426,0,7038936.story",News,1,None,Economy,Neutral,Neutral,0
2152,http://www.huffingtonpost.com/2013/11/08/prison-overcrowding_n_4235691.html,News,1,None,Economy,Neutral,Neutral,0
2153,http://news.yahoo.com/public-tours-white-house-resume-nov-5-195950760--politics.html,News,0,None,Economy,SomewhatNegative,SomewhatPositive,2
2154,"http://www.chicagotribune.com/news/local/ct-met-metra-ten-rides-20130420,0,504804.story",other,1,None,Economy,Neutral,Neutral,0
2155,http://www.washingtonpost.com/opinions/five-myths-about-wal-mart/2013/07/12/59bcb04a-ea39-11e2-a301-ea5a8116d211_story.html,Opinion,1,None,Economy,Positive,Negative,-4
2156,http://www.dailykos.com/story/2013/01/13/1178640/-AK-Sen-Lets-Make-Begich-s-D-Plan-To-Strengthen-Social-Security-A-Reality-Shall-We,News,1,None,Economy,SomewhatPositive,Neutral,-1
2157,http://www.foxnews.com/politics/2013/01/03/boehner-elected-second-term/,News,1,None,Economy,SomewhatNegative,Neutral,1
2158,http://www.reuters.com/article/2013/06/11/usa-agriculture-farm-bill-idUSL2N0EM24020130611,News,1,None,Economy,Neutral,Neutral,0
2159,http://nbcpolitics.nbcnews.com/_news/2013/03/04/17180693-making-sense-of-the-clashing-sequester-numbers,News,1,None,Economy,Neutral,Neutral,0
2160,http://www.cnn.com/2013/02/14/politics/congress-spending-cuts/index.html,News,1,None,Economy,Neutral,Neutral,0
2161,"http://www.chicagotribune.com/news/politics/chi-no-illinois-pension-deal-20130105,0,7396486.story",News,0,None,Economy,Neutral,Neutral,0
2162,http://www.usatoday.com/story/news/nation/2013/04/10/us-postal-service-saturday-delivery/2070407/,News,0,None,Economy,Neutral,Neutral,0
2163,http://www.nytimes.com/2013/09/02/opinion/krugman-love-for-labor-lost.html,Opinion,1,None,Economy,Neutral,Negative,-2
2164,http://blogs.wsj.com/economics/2013/06/14/are-long-term-unemployed-taking-refuge-in-disability/,other,1,None,Economy,Neutral,Neutral,0
2165,http://www.nytimes.com/interactive/2013/06/15/business/living-on-minimum-wage.html,News,1,None,Economy,SomewhatPositive,SomewhatNegative,-2
2166,http://online.wsj.com/article/SB10001424127887323829504578269901301954228.html,Opinion,1,None,Economy,SomewhatNegative,Negative,-1
2167,http://online.wsj.com/article/SB10001424127887324789504578380271797966326.html,Opinion,1,None,Economy,SomewhatNegative,Neutral,1
2168,http://www.washingtonpost.com/politics/with-domestic-legacy-in-lawmakers-hands-obama-considers-his-options/2013/04/13/9067a1e4-a38b-11e2-9c03-6952ff305f35_story_1.html,Opinion,0,None,Economy,SomewhatNegative,SomewhatNegative,0
2169,http://www.breitbart.com/Big-Government/2013/10/29/McCain-We-ll-Try-to-Pass-Comprehensive-Immigration-Reform-Next-Year-After-GOP-Primaries,Opinion,0,None,Economy,Neutral,SomewhatPositive,1
2170,"http://www.latimes.com/business/hiltzik/la-fi-mh-postal-service-20131118,0,6616938.story",News,0,None,Economy,Neutral,Neutral,0
2171,http://www.huffingtonpost.com/2013/04/10/saturday-mail-delivery_n_3052767.html,News,0,None,Economy,Neutral,Neutral,0
2172,http://nbcpolitics.nbcnews.com/_news/2013/10/17/21011307-foes-attack-mcconnell-for-29-billion-in-dam-money-included-in-spending-and-debt-bill,News,0,None,Economy,Neutral,SomewhatNegative,-1
2173,http://www.breitbart.com/Big-Government/2013/10/02/Obama-Administration-Decided-to-Block-Access-to-Memorials,Opinion,0,None,Economy,Negative,Neutral,2
2174,"http://www.latimes.com/news/politics/topoftheticket/la-na-tt-deficit-deluded-20130226,0,2959440.story",Opinion,1,Republican Scandals,Economy,SomewhatPositive,Negative,-3
2175,http://www.breitbart.com/Big-Government/2013/01/22/GOP-suspends-constitution-in-debt-fight,News,1,Republican Scandals,Economy,Neutral,Negative,-2
2176,http://politicalticker.blogs.cnn.com/2013/04/11/boehner-shoots-down-republican-members-criticism/comment-page-1/,News,1,Republican Scandals,Economy,Neutral,SomewhatNegative,-1
2177,http://www.washingtonpost.com/politics/boehner-escalates-feud-with-conservative-groups-as-vote-on-budget-bill-looms/2013/12/12/3986871c-634f-11e3-91b3-f2bb96304e34_story.html,News,0,Republican Scandals,Economy,SomewhatPositive,SomewhatNegative,-2
2178,http://news.yahoo.com/obama-fundraiser-calls-gop-impediment-042548707--politics.html,News,1,Republican Scandals,Economy,SomewhatPositive,SomewhatNegative,-2
2179,http://online.wsj.com/article/SB10001424127887324581504578231992515350884.html,News,1,Republican Scandals,Economy,Neutral,SomewhatNegative,-1
2180,http://online.wsj.com/news/articles/SB10001424052702304448204579184231565709594,News,1,Republican Scandals,Economy,Neutral,SomewhatNegative,-1
2181,http://blogs.wsj.com/washwire/2013/10/10/whats-behind-gops-latest-overture/,News,0,Republican Scandals,Economy,Neutral,Negative,-2
2182,http://www.dailykos.com/story/2013/10/03/1243786/-Rep-Neugebauer-blames-Park-Ranger-for-shutdown-gets-blasted-by-onlookers,Opinion,1,Republican Scandals,Economy,Neutral,Negative,-2
2183,http://news.yahoo.com/shutdown-media-study-184050643.html,News,1,Republican Scandals,Economy,Neutral,Negative,-2
2184,http://nbcpolitics.nbcnews.com/_news/2013/10/02/20778171-five-scenarios-for-ending-the-shutdown-impasse,Opinion,0,Republican Scandals,Economy,Neutral,SomewhatNegative,-1
2185,http://www.dailykos.com/story/2013/08/04/1223739/-Time-to-say-this-Republicans-are-destroying-civilization,Opinion,1,Republican Scandals,Economy,SomewhatPositive,Negative,-3
2186,"http://www.latimes.com/opinion/topoftheticket/la-na-tt-republicans-blame-obama-20131006,0,2739790.story",Opinion,1,Republican Scandals,Economy,SomewhatPositive,Negative,-3
2187,http://news.yahoo.com/pentagon-most-furloughed-civilians-ordered-back-175149741--politics.html,News,1,Republican Scandals,Economy,SomewhatNegative,SomewhatNegative,0
2188,http://www.dailykos.com/story/2013/08/01/1227975/-Abbreviated-Pundit-Round-up-Whither-the-GOP,Opinion,0,Republican Scandals,Economy,Neutral,Negative,-2
2189,"http://www.chicagotribune.com/news/local/breaking/chi-white-house-durbins-story-about-insult-isnt-true-20131023,0,2012503.story",News,0,Republican Scandals,Economy,Neutral,SomewhatNegative,-1
2190,http://www.washingtonpost.com/opinions/dana-milbank-defined-by-a-sandy-sidestep/2013/01/02/b7b11b10-5532-11e2-bf3e-76c0a789346f_story.html,News,0,Republican Scandals,Economy,Neutral,SomewhatNegative,-1
2191,http://www.breitbart.com/Big-Government/2013/07/24/IRS-Chief-Counsel-s-Role-in-Tea-Party-Targeting-Under-Scrutiny,News,1,Republican Scandals,Economy,Neutral,Neutral,0
2192,http://www.cnn.com/2013/11/20/politics/congress-shutdown-speculation/index.html,News,1,Republican Scandals,Economy,Neutral,SomewhatNegative,-1
2193,http://www.usatoday.com/story/news/politics/2013/10/23/tea-party-farm-bill-showdown/3172141/,News,0,Republican Scandals,Economy,Neutral,SomewhatNegative,-1
2194,http://www.dailykos.com/story/2013/07/29/1227381/-Mitt-Romney-on-his-47-percent-comment-Actually-I-didn-t-say-that,Opinion,0,Republican Scandals,Economy,Neutral,Negative,-2
2195,http://www.usatoday.com/story/opinion/2013/05/27/irs-benghazi-scandal-politicians-column/2363901/,Opinion,0,Republican Scandals,Economy,SomewhatNegative,SomewhatNegative,0
2196,http://www.bbc.co.uk/news/world-24346960,News,1,Republican Scandals,Economy,SomewhatNegative,Negative,-1
2197,http://news.yahoo.com/john-boehner-voters-8th-congressional-district-162828908.html,Opinion,0,Republican Scandals,Economy,Neutral,SomewhatNegative,-1
2198,"http://www.latimes.com/news/politics/la-pn-chris-christie-sandy-aid-congress-20130102,0,4385141.story",News,1,Republican Scandals,Economy,Neutral,SomewhatNegative,-1
2199,http://www.foxnews.com/politics/2013/09/30/budget-showdown-test-wills-as-shutdown-deadline-comes-into-view/,News,1,Republican Scandals,Economy,Neutral,SomewhatNegative,-1
2200,http://online.wsj.com/article/SB10001424052702303464504579107720562837270.html,Opinion,1,Republican Scandals,Economy,Negative,SomewhatNegative,1
2201,http://www.dailykos.com/story/2013/06/15/1216230/-Saturday-nutpick-a-palooza-Racist-Uncle-Pat-riles-them-up,other,1,Republican Scandals,Economy,Negative,SomewhatPositive,3
2202,http://www.huffingtonpost.com/2013/06/11/darrell-issa-irs-investigation-transcripts_n_3424166.html,News,0,Republican Scandals,Economy,Neutral,SomewhatNegative,-1
2203,http://www.nytimes.com/2013/12/17/nyregion/cornered-by-accusations-christie-parries-with-jokes-and-stonewalls-with-snarls.html,Opinion,0,Republican Scandals,Economy,Neutral,Negative,-2
2204,http://usnews.nbcnews.com/_news/2013/07/29/19763731-multiple-injuries-reported-in-large-explosions-at-florida-propane-plant,Opinion,0,Republican Scandals,Economy,Neutral,Negative,-2
2205,http://www.foxnews.com/tech/2013/04/11/facebook-ceo-mark-zuckerberg-launches-political-group/,News,1,Civil Rights,Education,Neutral,Neutral,0
2206,http://www.foxnews.com/politics/2013/12/21/group-sues-california-over-new-transgender-bathroom-law/,News,0,Civil Rights,Education,Neutral,Neutral,0
2207,http://online.wsj.com/article/SB10001424127887323582904578485041304763554.html,News,1,Civil Rights,Education,SomewhatNegative,Neutral,1
2208,"http://www.chicagotribune.com/news/politics/clout/chi-ctus-lewis-rips-emanuels-elite-advisers-20130618,0,1768021.story",News,1,Civil Rights,Education,Neutral,Neutral,0
2209,http://www.cnn.com/2013/06/24/politics/scotus-texas-affirmative-action/index.html,News,0,Civil Rights,Education,Neutral,Neutral,0
2210,http://www.usatoday.com/story/news/2013/06/24/affirmative-action-michigan/2454509/,News,0,Civil Rights,Education,Neutral,Neutral,0
2211,http://usnews.nbcnews.com/_news/2013/11/16/21495221-students-ban-redskins-get-sent-to-principal,News,0,Civil Rights,Education,Neutral,Neutral,0
2212,http://usnews.nbcnews.com/_news/2013/07/09/19369848-64-arrested-at-moral-monday-abortion-access-protest-in-north-carolina,News,1,Civil Rights,Education,Neutral,Negative,-2
2213,http://nbcpolitics.nbcnews.com/_news/2013/02/26/17077448-landmark-civil-rights-law-faces-critical-supreme-court-test,News,1,Civil Rights,Education,Neutral,Neutral,0
2214,http://firstread.nbcnews.com/_news/2013/06/11/18885926-nbc-newswsj-poll-affirmative-action-support-at-historic-low,News,1,Civil Rights,Education,Neutral,Neutral,0
2215,http://www.washingtonpost.com/blogs/answer-sheet/wp/2013/06/04/mississippi-governor-educational-troubles-began-when-mom-got-in-the-workplace/,News,0,Civil Rights,Education,Neutral,SomewhatNegative,-1
2216,http://radio.foxnews.com/toddstarnes/top-stories/professor-calls-republicans-stupid-racist.html,Opinion,0,Democrat Scandals,Education,SomewhatNegative,Neutral,1
2217,http://www.nytimes.com/2013/05/18/us/politics/obama-vows-to-focus-on-governing.html,News,0,Democrat Scandals,Education,SomewhatNegative,Neutral,1
